district_code,district_name,block_code,block_name,udise,name,management,category,type
1601,WEST TRIPURA ,160111,MANDAI ,16011103003,SUKRAM GALEM PARA JB SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160111,MANDAI ,16011103101,KHAMTING BARI J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800101,DEBTA BARI J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800102,RAJGHAT MODEL J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800103,SHIB DURGA CHOW PARA J.B,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800104,UJAN FATIKCHHARA S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800105,HABILDAR PARA S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800106,GAMCHA KOBRA HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800108,RAM NAGAR(K) J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800110,EAST RAMNAGAR J.B.SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800112,LEFUNGA ENGLISH MEDIUM HS SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800115,RAMKRISHNA PARA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800116,SARVAJOY PARA ENGLISH MEDIUM J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800201,ABHICHARAN PARA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800203,KUMARIBIL J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800204,MAIKHAR BARI J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800205,MOKAM BARI ENGLISH MEDIUM  J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800206,UDAY SENAPATI PARA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800207,BIRMOHAN CHOW PARA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800208,DAINMARA HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800209,MADHU CHOW PARA HS SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800210,DIGHALIA ENGLISH MEDIUM S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800211,KULIBARI J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800212,DINABANDHU  JB SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800214,SAMBHU CHANDRA PARA SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800401,SIPAI (KAMI) SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800402,TING TANG KAMI ENGLISH MEDIUM J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160118,LEFUNGA ,16011800403,BALARAM CHOW  PARA ENG. MED.  J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900103,DEBSING THAKUR PARA S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900105,EKLAVYA MODEL RESIDENTIAL(H.S)(ENG.MED),2-Tribal Welfare Department,5 - Up. Pr. Secondary and Higher Sec,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900106,NABA SARDAR PARA ENG. MED.  JB SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900107,KHUMPUI ACADEMY H/S(RESIDENTIAL)(ENG.MED),12-TTAADC Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900201,BELBARI LALIT MOHAN J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900202,BIKRAM MALSUM PARA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900203,BISHU CHANDRA PARA HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900204,CHANDRA KUMAR SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900205,PM SHRI - GANDHI ENGLISH MEDIUM SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900206,JYOTILAL PARA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900207,SOVAMONI PARA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900208,KRISHNA CHANDRA PATHSALA J.B,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900209,BELBARI HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900210,BASURAM KAMI J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900301,BARDWAR BARI J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900302,CHAMPA BARI J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900303,NIRANGKAMI S.B SCHOOL ( NARENGBARI),11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900304,KARBANG BARI J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900305,RADHACHARAN THAKUR PARA J.B,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900401,BALARAM THAKUR PARA S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900402,BISWAMANI BINAPANI SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900403,KASIDAS PARA JB SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900501,DURANTAKAMI MUKTASARDAR PARA J.B (BELBARI),12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900601,JANMEJOYNAGAR R/C SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900602,JANMEJOYNAGAR D/B (DINABANDHU) J.B,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900603,GURUPADA TRIBAL COL. S.B SCH.,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900604,KEBAL PARA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900605,JANMEJOY NAGAR HS SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900606,BIDYACHANDRA PARA HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900701,DINABANDHU KAMI ENG. MED.  SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900704,KALIKRISHNA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900705,GURUCHARAN HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900706,JIRANIA KHOLA HS SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900707,JANGALIA KAMI ENG. MED. J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900708,ANANDA THAKUR PARA J.B. SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900709,KALASHATI PARA  J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900710,DINA DAYAL CHANDRA  J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900801,KAINTA KOBRA PARA JB SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900803,MOHAN KOBRA KAMI J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900804,SUKHIA KOBRA PARA ENG. MED.  J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900805,KWTWI PARA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160119,BELBARI ,16011900901,HARINATH SARDAR PARA GIRLS' SB SCH.,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000102,NEW RATANNAGAR J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000103,KHAS NOAGAON JB SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000201,LEMBUCHHARA S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000202,MEKHLIPARA DINADAYAL HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000203,BELMURA JB SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000301,BARDHAMAN THAKUR PARA J.B,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000302,DUKHIA KOBRAPARA J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000303,KEPRAMPARA HIGH SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000305,NOAGAON HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000306,LAL TILLA J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000307,TRIBAL PARA JB SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000308,CHINTA HARAN KAMI J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000309,SHIBDURGA S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000401,RAJAR BANDH SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000402,SWAMIJI VIDYAMANDIR J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000403,WEST NOABADI (S) HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000404,D.C. PARA HEMANTA SMRITI VIDYALAYA HS,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000405,DEBRAM THAKUR PARA J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000406,SARATPALLI JB SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000501,BASHI KOBRA PARA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000502,RAMBABU PARA S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000503,RADHAMOHANPUR HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000601,DHUP CHHARA S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000602,TULAKONA PANCHYAT TILLA S.B,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000603,TULAKONA HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000701,BALDAKHAL S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000702,EAST CHAMPAMURA J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000703,PM SHRI - OLD AGARTALA ENG. MED.  SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012000706,MARAK PARA JB SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160120,OLD AGARTALA ,16012001002,KALI TALA  JB SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100102,BINODINI GIRL'S ENGLISH MEDIUM  HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100103,RANGUTIA RANJIT PATHSALA  HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100104,BERIMURA H/S SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100105,TALTALA H/S SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100201,EAST DURJOYNAGAR HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100202,PATUNAGAR H.S. SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100203,NUTANNAGAR GIRLS' H/S SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100301,BAGBARI (L) J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100302,DAMDAMIA  SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100303,KALAPANIA J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100304,MALABATIPARA NEPALIBASTI S.B,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100305,PASCHIM NOABADI S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100306,RABIKUMAR ENG.MED.SCHOOL   ,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100307,JUBATARA  JB SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100401,DOGANGI S.B. SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100402,GANDHIGRAM H.S SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100403,RAJ NAGAR GANDHIGRAM HIGH,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100404,PM-SHRI-NABAGRAM H.S SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100405,UTTAR RAMNAGAR SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100601,DURGABARI COL. S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100602,LAXMILUNGA T.E J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100603,HARENDRANAGAR T.E S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100604,TEBARIA HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100605,GANESH CHOW. PARA J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100606,TUFANIA LUNGA TEA ESTATE JB SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100701,BHAGALPUR S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100703,INSTITUTE FOR THE EMPOWERMENT OF PERSONS WITH VISUAL DISABILITIES DIVYANGJAN  BOYS,90-Social Welfare Dept.,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100705,70 COLONY SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100706,INSTITUTE FOR THE EMPOWERMENT OF PERSONS WITH VISUAL DISABILITIES DIVYANGJAN GIRLS,90-Social Welfare Dept.,3 - Pr. with Up.Pr. sec. and H.Sec.,2-Girls
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100803,PALLI JB SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160121,BAMUTIA ,16012100805,PM SHRI - ANANGANAGAR BIMALA SUNDARI SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160122,MOHANPUR MC ,16012200103,FAKIRAMURA J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160122,MOHANPUR MC ,16012200105,UTTAR TARANAGAR S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160122,MOHANPUR MC ,16012200106,MOHANPUR GIRLS' HS SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160122,MOHANPUR MC ,16012200107,TARANAGAR HIGH,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160122,MOHANPUR MC ,16012200108,MOHANPUR CLASS XII SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160122,MOHANPUR MC ,16012200109,MADHYA TARANAGAR S.K. JB SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160122,MOHANPUR MC ,16012200201,PM SHRI - UTTAR DEBENDRA NAGAR HIGH,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160122,MOHANPUR MC ,16012200301,JAGATPUR HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1601,WEST TRIPURA ,160122,MOHANPUR MC ,16012200302,MOHANPUR ENGLISH MEDIUM SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1601,WEST TRIPURA ,160123,RANIRBAZAR MC ,16012300101,PM SHRI - RANIGANJ GIRLS' H/S SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160123,RANIRBAZAR MC ,16012300103,SUKANTA ACADEMY ENG. MED. H/S SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1601,WEST TRIPURA ,160123,RANIRBAZAR MC ,16012300104,SUKANTA COLONY SB SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1601,WEST TRIPURA ,160123,RANIRBAZAR MC ,16012300105,DURGANAGAR J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700101,WEST BAGAFA J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700103,NAGDA PARA  S.B,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700108,WEST BOKAFA H.S SCHOOL,11-State Govt. Managed,5 - Up. Pr. Secondary and Higher Sec,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700110,UTTAR KANCHANNAGAR S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700111,SANTI COL. S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700204,BOKAFA ASRAM H.S SCHOOL,11-State Govt. Managed,3 - Pr. with Up.Pr. sec. and H.Sec.,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700205,KALACHARA HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700206,PADMA MOHAN R.P. S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700207,KHEMANANDATILLA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700301,ASRAM COL. J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700302,RADHA KISHORE GANJ S.B.,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700303,KAMANI DAS PARA J.B. SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700401,ASWINI TRIPURA PARA J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700402,PURNAJOY R.P. J.B SCHOOL,11-State Govt. Managed,1 - Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700403,GARDHANG S.B SCHOOL,11-State Govt. Managed,2 - Primary with Upper Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700601,PASCHIM KATHALIACHARA J.B.,11-State Govt. Managed,1 - Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700602,RAJPRASAD CHOW. MEMORIAL HIGH SCHOOL,11-State Govt. Managed,6 - Pr. Up Pr. and Secondary Only,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700701,ALLOYCHARRA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
1602,SOUTH TRIPURA ,160207,BAGAFA ,16020700702,GANGARAI PARA J.B SCHOOL,12-TTAADC Managed,1 - Primary,3-Co-ed
